Symbol,Name,LastSale,MarketCap,MktCap,Sector,Industry,SExchange,LSymbol
AAPL,Apple Inc.,153.46,$800.12B,800120000000.00,Technology,Computer Manufacturing,NASDAQ,aapl
GOOGL,Alphabet Inc.,965.31,$668.84B,668840000000.00,Technology,"Computer Software: Programming, Data Processing",NASDAQ,googl
GOOG,Alphabet Inc.,947.8,$656.71B,656710000000.00,Technology,"Computer Software: Programming, Data Processing",NASDAQ,goog
MSFT,Microsoft Corporation,74.05,$570.78B,570780000000.00,Technology,Computer Software: Prepackaged Software,NASDAQ,msft
AMZN,"Amazon.com, Inc.",1052.8,$503.21B,503210000000.00,Consumer Services,Catalog/Specialty Distribution,NASDAQ,amzn
FB,"Facebook, Inc.",165.61,$479.97B,479970000000.00,Technology,"Computer Software: Programming, Data Processing",NASDAQ,fb
BABA,Alibaba Group Holding Limited,155.79,$394.05B,394050000000.00,Miscellaneous,Business Services,NYSE,baba
JNJ,Johnson & Johnson,130.95,$352.76B,352760000000.00,Health Care,Major Pharmaceuticals,NYSE,jnj
XOM,Exxon Mobil Corporation,80.37,$340.55B,340550000000.00,Energy,Integrated oil Companies,NYSE,xom
JPM,J P Morgan Chase & Co,91.93,$323.5B,323500000000.00,Finance,Major Banks,NYSE,jpm
WFC,Wells Fargo & Company,54.91,$272.73B,272730000000.00,Finance,Major Banks,NYSE,wfc
BAC,Bank of America Corporation,24.21,$239.15B,239150000000.00,Finance,Major Banks,NYSE,bac
WMT,"Wal-Mart Stores, Inc.",78.9,$237.84B,237840000000.00,Consumer Services,Department/Specialty Retail Stores,NYSE,wmt
T,AT&T Inc.,38.03,$233.5B,233500000000.00,Public Utilities,Telecommunications Equipment,NYSE,t
V,Visa Inc.,100.85,$230.62B,230620000000.00,Miscellaneous,Business Services,NYSE,v
PG,Procter & Gamble Company (The),89.3,$228.39B,228390000000.00,Basic Industries,Package Goods/Cosmetics,NYSE,pg
GE,General Electric Company,25.59,$222.22B,222220000000.00,Energy,Consumer Electronics/Appliances,NYSE,ge
CHL,China Mobile (Hong Kong) Ltd.,53.85,$220.52B,220520000000.00,Public Utilities,Telecommunications Equipment,NYSE,chl
ORCL,Oracle Corporation,51.17,$211.67B,211670000000.00,Technology,Computer Software: Prepackaged Software,NYSE,orcl
CVX,Chevron Corporation,105.12,$199.16B,199160000000.00,Energy,Integrated oil Companies,NYSE,cvx
NVS,Novartis AG,84.85,$198.8B,198800000000.00,Health Care,Major Pharmaceuticals,NYSE,nvs
HSBC,HSBC Holdings plc,49.36,$197.93B,197930000000.00,Finance,Savings Institutions,NYSE,hsbc
PFE,"Pfizer, Inc.",32.89,$196.28B,196280000000.00,Health Care,Major Pharmaceuticals,NYSE,pfe
KO,Coca-Cola Company (The),45.74,$195.43B,195430000000.00,Consumer Non-Durables,Beverages (Production/Distribution),NYSE,ko
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,36.22,$187.84B,187840000000.00,Technology,Semiconductors,NYSE,tsm
CMCSA,Comcast Corporation,39.35,$186.64B,186640000000.00,Consumer Services,Television Services,NASDAQ,cmcsa
BUD,Anheuser-Busch Inbev SA,115.71,$186.09B,186090000000.00,Consumer Non-Durables,Beverages (Production/Distribution),NYSE,bud
C,Citigroup Inc.,67.98,$185.25B,185250000000.00,Finance,Major Banks,NYSE,c
PM,Philip Morris International Inc,117.65,$182.73B,182730000000.00,Consumer Non-Durables,Farming/Seeds/Milling,NYSE,pm
UNH,UnitedHealth Group Incorporated,190.75,$182.6B,182600000000.00,Health Care,Medical Specialities,NYSE,unh
VZ,Verizon Communications Inc.,44.4,$181.12B,181120000000.00,Public Utilities,Telecommunications Equipment,NYSE,vz
HD,"Home Depot, Inc. (The)",146.69,$175.38B,175380000000.00,Consumer Services,RETAIL: Building Materials,NYSE,hd
MRK,"Merck & Company, Inc.",61.8,$169.03B,169030000000.00,Health Care,Major Pharmaceuticals,NYSE,mrk
UN,Unilever NV,58.3,$168.1B,168100000000.00,Basic Industries,Package Goods/Cosmetics,NYSE,un
DIS,Walt Disney Company (The),106.94,$167.35B,167350000000.00,Consumer Services,Television Services,NYSE,dis
PEP,"Pepsico, Inc.",117.19,$167.06B,167060000000.00,Consumer Non-Durables,Beverages (Production/Distribution),NYSE,pep
TM,Toyota Motor Corp Ltd Ord,110.77,$164.76B,164760000000.00,Capital Goods,Auto Manufacturing,NYSE,tm
UL,Unilever PLC,57.08,$164.58B,164580000000.00,Basic Industries,Package Goods/Cosmetics,NYSE,ul
INTC,Intel Corporation,34.75,$163.64B,163640000000.00,Technology,Semiconductors,NASDAQ,intc
CSCO,"Cisco Systems, Inc.",31.66,$158.3B,158300000000.00,Technology,Computer Communications Equipment,NASDAQ,csco
BTI,British American Tobacco p.l.c.,68.7,$157.56B,157560000000.00,Consumer Non-Durables,Farming/Seeds/Milling,NYSE,bti
MA,Mastercard Incorporated,130.99,$145.25B,145250000000.00,Miscellaneous,Business Services,NYSE,ma
BA,Boeing Company (The),233.45,$140.91B,140910000000.00,Capital Goods,Aerospace,NYSE,ba
MO,Altria Group,71.73,$138.56B,138560000000.00,Consumer Non-Durables,Farming/Seeds/Milling,NYSE,mo
IBM,International Business Machines Corporation,145.36,$135.47B,135470000000.00,Technology,Computer Manufacturing,NYSE,ibm
AMGN,Amgen Inc.,175.89,$128.58B,128580000000.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,amgn
MCD,McDonald&#39;s Corporation,156.51,$127.57B,127570000000.00,Consumer Services,Restaurants,NYSE,mcd
SAP,SAP SE,105.26,$126.17B,126170000000.00,Technology,Computer Software: Prepackaged Software,NYSE,sap
SNY,Sanofi,48.02,$124.09B,124090000000.00,Health Care,Major Pharmaceuticals,NYSE,sny
TOT,Total S.A.,50.39,$123.12B,123120000000.00,Energy,Oil & Gas Production,NYSE,tot
PTR,PetroChina Company Limited,65.3,$119.51B,119510000000.00,Energy,Oil & Gas Production,NYSE,ptr
MMM,3M Company,199.03,$118.77B,118770000000.00,Health Care,Medical/Dental Instruments,NYSE,mmm
MDT,Medtronic plc,85.74,$116.52B,116520000000.00,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NYSE,mdt
ABBV,AbbVie Inc.,72.59,$115.53B,115530000000.00,Health Care,Major Pharmaceuticals,NYSE,abbv
BP,BP p.l.c.,34.84,$114.19B,114190000000.00,Energy,Integrated oil Companies,NYSE,bp
TIG,TiGenix,21.0239,$109.31B,109310000000.00,Health Care,Major Pharmaceuticals,NASDAQ,tig
RY,Royal Bank Of Canada,74.89,$109.17B,109170000000.00,Finance,Commercial Banks,NYSE,ry
BHP,BHP Billiton Limited,40.76,$108.47B,108470000000.00,Basic Industries,Precious Metals,NYSE,bhp
CELG,Celgene Corporation,137.75,$107.56B,107560000000.00,Health Care,Major Pharmaceuticals,NASDAQ,celg
NVO,Novo Nordisk A/S,41.99,$107.07B,107070000000.00,Health Care,Major Pharmaceuticals,NYSE,nvo
KHC,The Kraft Heinz Company,87.66,$106.74B,106740000000.00,Consumer Non-Durables,Packaged Foods,NASDAQ,khc
HON,Honeywell International Inc.,138.49,$105.33B,105330000000.00,Capital Goods,Auto Parts:O.E.M.,NYSE,hon
AVGO,Broadcom Limited,257.01,$104.5B,104500000000.00,Technology,Semiconductors,NASDAQ,avgo
GSK,GlaxoSmithKline PLC,40.85,$100.45B,100450000000.00,Health Care,Major Pharmaceuticals,NYSE,gsk
SAN,"Banco Santander, S.A.",6.75,$100.08B,100080000000.00,Finance,Commercial Banks,NYSE,san
PCLN,The Priceline Group Inc. ,2033.21,$99.92B,99920000000.00,Miscellaneous,Business Services,NASDAQ,pcln
NVDA,NVIDIA Corporation,167.26,$99.52B,99520000000.00,Technology,Semiconductors,NASDAQ,nvda
UPS,"United Parcel Service, Inc.",112.29,$97.44B,97440000000.00,Transportation,Trucking Freight/Courier Services,NYSE,ups
GILD,"Gilead Sciences, Inc.",74.19,$96.95B,96950000000.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,gild
TD,Toronto Dominion Bank (The),51.92,$95.92B,95920000000.00,Finance,Commercial Banks,NYSE,td
NKE,"Nike, Inc.",58.36,$95.9B,95900000000.00,Consumer Non-Durables,Shoe Manufacturing,NYSE,nke
UTX,United Technologies Corporation,119.54,$95.78B,95780000000.00,Capital Goods,Aerospace,NYSE,utx
SNP,China Petroleum & Chemical Corporation,77.38,$93.68B,93680000000.00,Energy,Integrated oil Companies,NYSE,snp
CHTR,"Charter Communications, Inc.",348.77,$93.31B,93310000000.00,Consumer Services,Television Services,NASDAQ,chtr
ABEV,Ambev S.A.,5.94,$93.28B,93280000000.00,Consumer Non-Durables,Beverages (Production/Distribution),NYSE,abev
SLB,Schlumberger N.V.,66.99,$92.78B,92780000000.00,Energy,Oilfield Services/Equipment,NYSE,slb
BMY,Bristol-Myers Squibb Company,55.98,$92.22B,92220000000.00,Health Care,Major Pharmaceuticals,NYSE,bmy
LFC,China Life Insurance Company Limited,16.12,$91.13B,91130000000.00,Finance,Life Insurance,NYSE,lfc
LLY,Eli Lilly and Company,81.84,$90.3B,90300000000.00,Health Care,Major Pharmaceuticals,NYSE,lly
USB,U.S. Bancorp,52.43,$88.03B,88030000000.00,Finance,Major Banks,NYSE,usb
GS,"Goldman Sachs Group, Inc. (The)",222.25,$87.48B,87480000000.00,Finance,Investment Bankers/Brokers/Service,NYSE,gs
ABT,Abbott Laboratories,50.4,$87.46B,87460000000.00,Health Care,Major Pharmaceuticals,NYSE,abt
WBK,Westpac Banking Corporation,25.97,$86.75B,86750000000.00,Finance,Commercial Banks,NYSE,wbk
DCM,"NTT DOCOMO, Inc",23.23,$86.06B,86060000000.00,Technology,Radio And Television Broadcasting And Communications Equipment,NYSE,dcm
AGN,Allergan plc.,256.15,$86.03B,86030000000.00,Health Care,Major Pharmaceuticals,NYSE,agn
AZN,Astrazeneca PLC,33.94,$85.94B,85940000000.00,Health Care,Major Pharmaceuticals,NYSE,azn
MTU,Mitsubishi UFJ Financial Group Inc,6.34,$85.14B,85140000000.00,Finance,Commercial Banks,NYSE,mtu
MS,Morgan Stanley,47.21,$84.98B,84980000000.00,Finance,Investment Bankers/Brokers/Service,NYSE,ms
WBA,"Walgreens Boots Alliance, Inc.",78.68,$84.2B,84200000000.00,Health Care,Medical/Nursing Services,NASDAQ,wba
SBUX,Starbucks Corporation,57.94,$83.9B,83900000000.00,Consumer Services,Restaurants,NASDAQ,sbux
UNP,Union Pacific Corporation,104.42,$83.58B,83580000000.00,Transportation,Railroads,NYSE,unp
LMT,Lockheed Martin Corporation,289.85,$83.47B,83470000000.00,Capital Goods,Military/Government/Technical,NYSE,lmt
ACN,Accenture plc,129.51,$82.73B,82730000000.00,Miscellaneous,Business Services,NYSE,acn
TXN,Texas Instruments Incorporated,82.53,$82.23B,82230000000.00,Technology,Semiconductors,NASDAQ,txn
HDB,HDFC Bank Limited,96.32,$81.73B,81730000000.00,Finance,Commercial Banks,NYSE,hdb
NFLX,"Netflix, Inc.",189.08,$81.64B,81640000000.00,Consumer Services,Consumer Electronics/Video Chains,NASDAQ,nflx
DOW,Dow Chemical Company (The),66.42,$81.15B,81150000000.00,Basic Industries,Major Chemicals,NYSE,dow
CVS,CVS Health Corporation,78.29,$79.76B,79760000000.00,Health Care,Medical/Nursing Services,NYSE,cvs
TWX,Time Warner Inc.,101.65,$78.83B,78830000000.00,Consumer Services,Television Services,NYSE,twx
QCOM,QUALCOMM Incorporated,53.14,$78.44B,78440000000.00,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,qcom
VOD,Vodafone Group Plc,29.17,$77.66B,77660000000.00,Public Utilities,Telecommunications Equipment,NASDAQ,vod
ITUB,Itau Unibanco Banco Holding SA,11.72,$76.33B,76330000000.00,Finance,Major Banks,NYSE,itub
DEO,Diageo plc,120.61,$75.88B,75880000000.00,Consumer Non-Durables,Beverages (Production/Distribution),NYSE,deo
AXP,American Express Company,85.3,$75.4B,75400000000.00,Finance,Finance: Consumer Services,NYSE,axp
BNS,Bank of Nova Scotia (The),62.24,$74.57B,74570000000.00,Finance,Major Banks,NYSE,bns
ADBE,Adobe Systems Incorporated,149.78,$73.9B,73900000000.00,Technology,Computer Software: Prepackaged Software,NASDAQ,adbe
DD,E.I. du Pont de Nemours and Company,84.81,$73.6B,73600000000.00,Basic Industries,Major Chemicals,NYSE,dd
ING,"ING Group, N.V.",18.43,$71.48B,71480000000.00,Finance,Commercial Banks,NYSE,ing
PYPL,"PayPal Holdings, Inc.",58.79,$70.62B,70620000000.00,Miscellaneous,Business Services,NASDAQ,pypl
BLK,"BlackRock, Inc.",432.71,$69.95B,69950000000.00,Finance,Investment Bankers/Brokers/Service,NYSE,blk
BIDU,"Baidu, Inc.",201.17,$69.78B,69780000000.00,Technology,"Computer Software: Programming, Data Processing",NASDAQ,bidu
TMO,Thermo Fisher Scientific Inc,175.06,$68.49B,68490000000.00,Capital Goods,Industrial Machinery/Components,NYSE,tmo
ENB,Enbridge Inc,41.73,$68.39B,68390000000.00,Energy,Natural Gas Distribution,NYSE,enb
NEE,"NextEra Energy, Inc.",145.49,$68.11B,68110000000.00,Public Utilities,Electric Utilities: Central,NYSE,nee
UBS,UBS AG,18.11,$67.26B,67260000000.00,Finance,Major Banks,NYSE,ubs
MDLZ,"Mondelez International, Inc.",44.22,$67.09B,67090000000.00,Consumer Non-Durables,Packaged Foods,NASDAQ,mdlz
CB,D/B/A Chubb Limited New,143.9,$66.97B,66970000000.00,Finance,Property-Casualty Insurers,NYSE,cb
CAT,"Caterpillar, Inc.",113.52,$66.88B,66880000000.00,Capital Goods,Construction/Ag Equipment/Trucks,NYSE,cat
COST,Costco Wholesale Corporation,152.09,$66.71B,66710000000.00,Consumer Services,Department/Specialty Retail Stores,NASDAQ,cost
ASML,ASML Holding N.V.,154.53,$66.53B,66530000000.00,Technology,Industrial Machinery/Components,NASDAQ,asml
LYG,Lloyds Banking Group Plc,3.65,$65.2B,65200000000.00,Finance,Commercial Banks,NYSE,lyg
JD,"JD.com, Inc.",45.87,$65.11B,65110000000.00,Consumer Services,Other Specialty Stores,NASDAQ,jd
CRM,Salesforce.com Inc,91.07,$64.86B,64860000000.00,Technology,Computer Software: Prepackaged Software,NYSE,crm
CL,Colgate-Palmolive Company,73,$64.3B,64300000000.00,Consumer Non-Durables,Package Goods/Cosmetics,NYSE,cl
LOW,"Lowe&#39;s Companies, Inc.",75.98,$64.14B,64140000000.00,Consumer Services,RETAIL: Building Materials,NYSE,low
RIO,Rio Tinto Plc,46.02,$63.72B,63720000000.00,Basic Industries,Precious Metals,NYSE,rio
BIIB,Biogen Inc.,295.61,$62.5B,62500000000.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,biib
BSBR,Banco Santander Brasil SA,8.24,$61.97B,61970000000.00,Finance,Commercial Banks,NYSE,bsbr
PUK,Prudential Public Limited Company,47.95,$61.88B,61880000000.00,Finance,Life Insurance,NYSE,puk
PNC,"PNC Financial Services Group, Inc. (The)",127.36,$61.13B,61130000000.00,Finance,Major Banks,NYSE,pnc
AIG,"American International Group, Inc.",65.19,$60.11B,60110000000.00,Finance,Property-Casualty Insurers,NYSE,aig
CNI,Canadian National Railway Company,79.59,$60B,60000000000.00,Transportation,Railroads,NYSE,cni
AMX,"America Movil, S.A.B. de C.V.",17.95,$59.24B,59240000000.00,Public Utilities,Telecommunications Equipment,NYSE,amx
DUK,Duke Energy Corporation,84.45,$59.11B,59110000000.00,Public Utilities,Power Generation,NYSE,duk
EPD,Enterprise Products Partners L.P.,27.6,$59.11B,59110000000.00,Public Utilities,Natural Gas Distribution,NYSE,epd
AMOV,"America Movil, S.A.B. de C.V.",17.88,$59.01B,59010000000.00,Public Utilities,Telecommunications Equipment,NASDAQ,amov
AMOV,"America Movil, S.A.B. de C.V.",17.88,$59.01B,59010000000.00,Public Utilities,Telecommunications Equipment,NYSE,amov
MET,"MetLife, Inc.",54.73,$58.89B,58890000000.00,Finance,Life Insurance,NYSE,met
GD,General Dynamics Corporation,194.66,$58.73B,58730000000.00,Capital Goods,Marine Transportation,NYSE,gd
AMT,American Tower Corporation (REIT),137.87,$58.6B,58600000000.00,Consumer Services,Real Estate Investment Trusts,NYSE,amt
BBVA,Banco Bilbao Viscaya Argentaria S.A.,8.92,$58.57B,58570000000.00,Finance,Commercial Banks,NYSE,bbva
STO,Statoil ASA,17.87,$57.99B,57990000000.00,Energy,Integrated oil Companies,NYSE,sto
BBD,Banco Bradesco Sa,9.43,$57.38B,57380000000.00,Finance,Major Banks,NYSE,bbd
FDX,FedEx Corporation,213.63,$57.31B,57310000000.00,Transportation,Air Freight/Delivery Services,NYSE,fdx
SCHW,The Charles Schwab Corporation,42.78,$57.2B,57200000000.00,Finance,Investment Bankers/Brokers/Service,NYSE,schw
DHR,Danaher Corporation,82.01,$56.97B,56970000000.00,Capital Goods,Industrial Machinery/Components,NYSE,dhr
BBDO,Banco Bradesco Sa,9.32,$56.71B,56710000000.00,Finance,Major Banks,NYSE,bbdo
TSLA,"Tesla, Inc. ",343.85,$56.48B,56480000000.00,Capital Goods,Auto Manufacturing,NASDAQ,tsla
E,ENI S.p.A.,31.05,$56.42B,56420000000.00,Energy,Oil & Gas Production,NYSE,e
PBR,Petroleo Brasileiro S.A.- Petrobras,8.63,$56.29B,56290000000.00,Energy,Oil & Gas Production,NYSE,pbr
TEF,Telefonica SA,10.98,$55.32B,55320000000.00,Public Utilities,Telecommunications Equipment,NYSE,tef
BK,Bank Of New York Mellon Corporation (The),53.39,$55.16B,55160000000.00,Finance,Major Banks,NYSE,bk
REGN,"Regeneron Pharmaceuticals, Inc.",515.63,$54.81B,54810000000.00,Health Care,Major Pharmaceuticals,NASDAQ,regn
EOG,"EOG Resources, Inc.",94.75,$54.7B,54700000000.00,Energy,Oil & Gas Production,NYSE,eog
SYK,Stryker Corporation,145.75,$54.48B,54480000000.00,Health Care,Medical/Dental Instruments,NYSE,syk
COP,ConocoPhillips,43.7,$54.06B,54060000000.00,Energy,Integrated oil Companies,NYSE,cop
SMFG,Sumitomo Mitsui Financial Group Inc,7.59,$53.51B,53510000000.00,Finance,Commercial Banks,NYSE,smfg
QQQ,"PowerShares QQQ Trust, Series 1",144.87,$53.44B,53440000000.00,NA,NA,NASDAQ,qqq
AABA,Altaba Inc.,58.9,$52.7B,52700000000.00,Technology,EDP Services,NASDAQ,aaba
SU,Suncor Energy  Inc.,31.4,$52.24B,52240000000.00,Energy,Integrated oil Companies,NYSE,su
GM,General Motors Company,35.62,$51.91B,51910000000.00,Capital Goods,Auto Manufacturing,NYSE,gm
TMUS,"T-Mobile US, Inc.",62.39,$51.85B,51850000000.00,Public Utilities,Telecommunications Equipment,NASDAQ,tmus
FOX,"Twenty-First Century Fox, Inc.",27.92,$51.68B,51680000000.00,Consumer Services,Television Services,NASDAQ,fox
AET,Aetna Inc.,155.69,$51.64B,51640000000.00,Health Care,Medical Specialities,NYSE,aet
MON,Monsanto Company,117.3,$51.53B,51530000000.00,Basic Industries,Agricultural Chemicals,NYSE,mon
SNE,Sony Corp Ord,40.8,$51.52B,51520000000.00,Consumer Non-Durables,Consumer Electronics/Appliances,NYSE,sne
SHPG,Shire plc,169.8,$51.39B,51390000000.00,Health Care,Major Pharmaceuticals,NASDAQ,shpg
SPG,"Simon Property Group, Inc.",163.77,$51.13B,51130000000.00,Consumer Services,Real Estate Investment Trusts,NYSE,spg
AMAT,"Applied Materials, Inc.",47.45,$50.99B,50990000000.00,Technology,Semiconductors,NASDAQ,amat
BMO,Bank Of Montreal,76.92,$50.16B,50160000000.00,Finance,Commercial Banks,NYSE,bmo
ABB,ABB Ltd,23.39,$49.91B,49910000000.00,Consumer Durables,Electrical Products,NYSE,abb
HMC,"Honda Motor Company, Ltd.",27.6,$49.74B,49740000000.00,Capital Goods,Auto Manufacturing,NYSE,hmc
RTN,Raytheon Company,168.88,$49.16B,49160000000.00,Capital Goods,Industrial Machinery/Components,NYSE,rtn
ANTM,"Anthem, Inc.",184.99,$49.02B,49020000000.00,Health Care,Medical Specialities,NYSE,antm
LVS,Las Vegas Sands Corp.,61.65,$48.84B,48840000000.00,Consumer Services,Hotels/Resorts,NYSE,lvs
D,"Dominion Energy, Inc.",77.05,$48.46B,48460000000.00,Public Utilities,Electric Utilities: Central,NYSE,d
ITW,Illinois Tool Works Inc.,140.07,$48.39B,48390000000.00,Technology,Industrial Machinery/Components,NYSE,itw
VALE,VALE S.A.,9.39,$48.39B,48390000000.00,Basic Industries,Precious Metals,NYSE,vale
CUK,Carnival Corporation,67.19,$48.38B,48380000000.00,Consumer Services,Marine Transportation,NYSE,cuk
PRU,"Prudential Financial, Inc.",112.19,$48.13B,48130000000.00,Finance,Life Insurance,NYSE,pru
CCL,Carnival Corporation,66.7,$48.03B,48030000000.00,Consumer Services,Marine Transportation,NYSE,ccl
CSX,CSX Corporation,52.06,$47.55B,47550000000.00,Transportation,Railroads,NASDAQ,csx
ADP,"Automatic Data Processing, Inc.",105.98,$47.42B,47420000000.00,Technology,EDP Services,NASDAQ,adp
ATVI,"Activision Blizzard, Inc",62.64,$47.21B,47210000000.00,Technology,Computer Software: Prepackaged Software,NASDAQ,atvi
SO,Southern Company (The),47.4,$47.14B,47140000000.00,Public Utilities,Electric Utilities: Central,NYSE,so
OXY,Occidental Petroleum Corporation,61.59,$47.09B,47090000000.00,Energy,Oil & Gas Production,NYSE,oxy
BCS,Barclays PLC,11.04,$46.86B,46860000000.00,Finance,Commercial Banks,NYSE,bcs
BDX,"Becton, Dickinson and Company",202.72,$46.09B,46090000000.00,Health Care,Medical/Dental Instruments,NYSE,bdx
NOC,Northrop Grumman Corporation,263.86,$46.06B,46060000000.00,Capital Goods,Industrial Machinery/Components,NYSE,noc
KMI,"Kinder Morgan, Inc.",20.34,$45.42B,45420000000.00,Public Utilities,Natural Gas Distribution,NYSE,kmi
MFG,"Mizuho Financial Group, Inc.",3.56,$45.15B,45150000000.00,Finance,Major Banks,NYSE,mfg
NGG,"National Grid Transco, PLC",62.71,$45.11B,45110000000.00,Public Utilities,Natural Gas Distribution,NYSE,ngg
ORAN,Orange,16.84,$44.79B,44790000000.00,Public Utilities,Telecommunications Equipment,NYSE,oran
TRP,TransCanada Corporation,51.34,$44.72B,44720000000.00,Public Utilities,Natural Gas Distribution,NYSE,trp
RELX,RELX PLC,21.79,$44.51B,44510000000.00,Consumer Services,Publishing,NYSE,relx
CI,Cigna Corporation,173.57,$44.44B,44440000000.00,Health Care,Medical Specialities,NYSE,ci
TJX,"TJX Companies, Inc. (The)",68.47,$44.05B,44050000000.00,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE,tjx
F,Ford Motor Company,11.06,$44.04B,44040000000.00,Capital Goods,Auto Manufacturing,NYSE,f
PSX,Phillips 66,83.7,$43.2B,43200000000.00,Energy,Integrated oil Companies,NYSE,psx
KMB,Kimberly-Clark Corporation,122.24,$43.19B,43190000000.00,Consumer Durables,Containers/Packaging,NYSE,kmb
SYT,Syngenta AG,92.2,$42.51B,42510000000.00,Basic Industries,Agricultural Chemicals,NYSE,syt
RENX,RELX N.V.,20.71,$42.3B,42300000000.00,Consumer Services,Publishing,NYSE,renx
BCE,"BCE, Inc.",46.81,$42.14B,42140000000.00,Public Utilities,Telecommunications Equipment,NYSE,bce
COF,Capital One Financial Corporation,85.71,$41.46B,41460000000.00,Finance,Major Banks,NYSE,cof
CME,CME Group Inc.,121.83,$41.4B,41400000000.00,Finance,Investment Bankers/Brokers/Service,NASDAQ,cme
BX,The Blackstone Group L.P.,34.49,$41.33B,41330000000.00,Finance,Investment Managers,NYSE,bx
CTSH,Cognizant Technology Solutions Corporation,70.05,$41.26B,41260000000.00,Technology,EDP Services,NASDAQ,ctsh
MMC,"Marsh & McLennan Companies, Inc.",80.22,$41.25B,41250000000.00,Finance,Specialty Insurers,NYSE,mmc
BT,BT Group plc,20.56,$40.99B,40990000000.00,Public Utilities,Telecommunications Equipment,NYSE,bt
NTES,"NetEase, Inc.",312.15,$40.97B,40970000000.00,Miscellaneous,Business Services,NASDAQ,ntes
DE,Deere & Company,127.82,$40.88B,40880000000.00,Capital Goods,Industrial Machinery/Components,NYSE,de
VRTX,Vertex Pharmaceuticals Incorporated,163.42,$40.7B,40700000000.00,Health Care,Major Pharmaceuticals,NASDAQ,vrtx
JCI,Johnson Controls International plc,43.32,$40.64B,40640000000.00,Consumer Services,Other Consumer Services,NYSE,jci
MFC,Manulife Financial Corp,20.37,$40.28B,40280000000.00,Finance,Life Insurance,NYSE,mfc
WPZ,Williams Partners LP,41,$39.87B,39870000000.00,Public Utilities,Natural Gas Distribution,NYSE,wpz
SPGI,S&P Global Inc.,154.58,$39.85B,39850000000.00,Finance,Finance: Consumer Services,NYSE,spgi
EBAY,eBay Inc.,37.04,$39.64B,39640000000.00,Miscellaneous,Business Services,NASDAQ,ebay
RBS,Royal Bank Scotland plc (The),6.7,$39.58B,39580000000.00,Finance,Commercial Banks,NYSE,rbs
DB,Deutsche Bank AG,19.06,$39.37B,39370000000.00,Finance,Major Banks,NYSE,db
ICE,Intercontinental Exchange Inc.,66.34,$39.28B,39280000000.00,Finance,Investment Bankers/Brokers/Service,NYSE,ice
CS,Credit Suisse Group,15.35,$39.23B,39230000000.00,Finance,Investment Bankers/Brokers/Service,NYSE,cs
MAR,Marriott International,103.04,$39.04B,39040000000.00,Consumer Services,Hotels/Resorts,NASDAQ,mar
CHA,China Telecom Corp Ltd,48.09,$38.92B,38920000000.00,Public Utilities,Telecommunications Equipment,NYSE,cha
BAM,Brookfield Asset Management Inc,39.21,$38.77B,38770000000.00,Consumer Services,Building operators,NYSE,bam
EMR,Emerson Electric Company,59.8,$38.54B,38540000000.00,Energy,Consumer Electronics/Appliances,NYSE,emr
PX,"Praxair, Inc.",135.03,$38.53B,38530000000.00,Basic Industries,Major Chemicals,NYSE,px
ECL,Ecolab Inc.,132.45,$38.42B,38420000000.00,Basic Industries,Package Goods/Cosmetics,NYSE,ecl
BBT,BB&T Corporation,46.75,$37.78B,37780000000.00,Finance,Major Banks,NYSE,bbt
STZ,Constellation Brands Inc,193.38,$37.77B,37770000000.00,Consumer Non-Durables,Beverages (Production/Distribution),NYSE,stz
VMW,"Vmware, Inc.",92.36,$37.72B,37720000000.00,Technology,Computer Software: Prepackaged Software,NYSE,vmw
BBL,BHP Billiton plc,35.62,$37.6B,37600000000.00,Energy,Coal Mining,NYSE,bbl
HAL,Halliburton Company,43.32,$37.6B,37600000000.00,Energy,Oilfield Services/Equipment,NYSE,hal
CM,Canadian Imperial Bank of Commerce,86.14,$37.58B,37580000000.00,Finance,Commercial Banks,NYSE,cm
BSX,Boston Scientific Corporation,27.42,$37.55B,37550000000.00,Health Care,Medical/Dental Instruments,NYSE,bsx
CAJ,"Canon, Inc.",34.34,$37.5B,37500000000.00,Miscellaneous,Industrial Machinery/Components,NYSE,caj
CNQ,Canadian Natural Resources Limited,30.79,$37.41B,37410000000.00,Energy,Oil & Gas Production,NYSE,cnq
NXPI,NXP Semiconductors N.V.,109.93,$37.04B,37040000000.00,Technology,Semiconductors,NASDAQ,nxpi
DAL,"Delta Air Lines, Inc.",51.13,$37.02B,37020000000.00,Transportation,Air Freight/Delivery Services,NYSE,dal
ESRX,Express Scripts Holding Company,63.47,$36.66B,36660000000.00,Health Care,Medical/Nursing Services,NASDAQ,esrx
EA,Electronic Arts Inc.,118,$36.53B,36530000000.00,Technology,Computer Software: Prepackaged Software,NASDAQ,ea
PSA,Public Storage,210.06,$36.52B,36520000000.00,Consumer Services,Real Estate Investment Trusts,NYSE,psa
CCI,Crown Castle International Corporation,99.56,$36.45B,36450000000.00,Consumer Services,Real Estate Investment Trusts,NYSE,cci
